frame,x_coordinate,y_coordinate,z_coordinate
1087,[-6.089112],[14.42770366],[-93.63846567]
1088,[12.27110745],[8.53480659],[-156.41876073]
1088,[-6.0440034],[14.41331903],[-93.37917019]
1089,[12.2445949],[8.58639894],[-157.27714746]
1089,[-5.89379442],[14.15284108],[-91.65783409]
1091,[12.23883448],[8.58069482],[-157.09599354]
1091,[-7.03251283],[16.97176559],[-110.01503187]
1092,[11.810629],[8.72572849],[-156.081216]
1092,[-7.06762705],[17.02712967],[-111.21769387]
1093,[11.81680443],[9.06792544],[-158.67078796]
1093,[-6.9887133],[17.26006993],[-112.67051195]
1094,[11.4153744],[9.30473596],[-156.74319091]
1094,[-6.8846105],[17.38920195],[-113.67391644]
1095,[11.22854644],[9.84882654],[-156.74286761]
1095,[-6.74294625],[17.57355196],[-115.09228417]
1096,[11.16172662],[10.43244307],[-157.98503478]
1096,[-6.62202693],[17.81625723],[-117.03060015]
1097,[10.91716731],[10.86292973],[-157.91462179]
1097,[-6.500979],[18.10180737],[-119.0866614]
1098,[10.66412176],[11.27896213],[-157.46041197]
1098,[-6.26900554],[18.51350791],[-121.63680472]
1099,[10.33982463],[11.73403545],[-156.03747834]
1099,[-6.02773902],[19.14792713],[-125.38727558]
1100,[10.13546336],[12.24766715],[-156.10215767]
1100,[-5.80026334],[19.56697819],[-128.2311329]
1101,[10.08915921],[12.94421828],[-160.19459953]
1101,[-5.57159299],[19.86223423],[-130.15779257]
1102,[9.73372619],[12.96024871],[-159.1244488]
1102,[-5.28962113],[20.56086228],[-133.4330036]
1103,[9.49267366],[13.07562763],[-159.67864878]
1103,[-5.04182353],[20.85032689],[-134.98172901]
1104,[9.37522597],[13.13020532],[-161.3753408]
1104,[-4.71141967],[20.81743279],[-133.17547266]
1105,[9.37310076],[12.98884484],[-161.40742767]
1105,[-4.90820806],[21.41585694],[-134.42540815]
1106,[9.39649391],[12.85855475],[-161.83449124]
1106,[5.06403196],[-21.4777914],[131.74008596]
1107,[9.4182271],[12.90405297],[-163.40684751]
1107,[5.28167685],[-22.76767937],[134.3050436]
1108,[9.4525373],[12.90951609],[-163.95973721]
1108,[5.28382817],[-22.95506817],[132.08089124]
1109,[9.41798531],[12.89056723],[-165.07466801]
1109,[5.58724615],[-23.75137511],[135.35742092]
1110,[9.34630425],[12.81850282],[-165.45852337]
1110,[5.63080115],[-24.54045185],[138.23912004]
1111,[9.35345901],[12.82146433],[-166.91432479]
1111,[5.66649136],[-25.11939296],[141.4628531]
1112,[9.42144225],[12.9694983],[-170.44864811]
1112,[5.64208382],[-25.4862357],[143.1847066]
1113,[9.21845596],[12.82053952],[-170.67853383]
1113,[5.28882379],[-26.11476383],[147.53627248]
1114,[9.20918882],[12.87556059],[-174.01203097]
1114,[5.12351625],[-26.00828044],[146.46529936]
1115,[8.94247417],[12.85927025],[-173.33319398]
1115,[-4.98966966],[26.54268161],[-149.43783119]
1116,[8.76404964],[12.81062169],[-174.51497861]
1116,[-4.92431504],[27.15455502],[-152.57919017]
1117,[8.61638081],[12.54205176],[-171.6892277]
1117,[-4.83102218],[27.5503222],[-154.70494358]
1118,[8.67358214],[12.81221312],[-174.20284596]
1118,[-4.71389967],[28.40326461],[-158.58912358]
1119,[8.68114072],[13.08939383],[-177.3734467]
1119,[-4.96204489],[28.84084642],[-160.92379119]
1120,[8.47028044],[12.77106535],[-173.13022225]
1120,[-4.90684354],[30.39241466],[-168.25710707]
1121,[8.51520025],[12.74673469],[-172.78627171]
1121,[-4.50596691],[30.71173157],[-168.96555228]
1122,[8.62940447],[13.06649665],[-176.55208486]
1122,[-4.72832899],[31.24166151],[-169.84221059]
1123,[8.46076322],[12.86322059],[-173.61750393]
1123,[-4.96957822],[31.57183582],[-170.05313471]
1124,[8.43517877],[12.79197993],[-172.80083161]
1124,[-5.00996856],[32.18940288],[-172.15061932]
1125,[8.57398358],[12.90470502],[-174.32593218]
1125,[-5.35756843],[32.58687437],[-174.66656342]
1126,[8.55759202],[12.86209868],[-173.66837922]
1126,[-5.50955616],[32.71684232],[-175.09404632]
1127,[8.86514923],[13.23900756],[-176.81978208]
1127,[-6.04889678],[33.07407742],[-177.21192947]
1128,[8.95094833],[12.86945732],[-172.25314555]
1128,[-6.40325619],[32.8732597],[-176.92528369]
1129,[9.21202664],[13.104496],[-174.51325554]
1129,[-7.04291411],[33.72163203],[-183.26449543]
1130,[9.36202193],[12.87619218],[-171.43338201]
1130,[-7.38317262],[33.14488883],[-182.91677758]
1131,[9.89799054],[13.08980057],[-174.59858773]
1131,[-7.81172067],[33.55700541],[-188.0412509]
1132,[9.8772505],[12.80762442],[-170.70852092]
1132,[-7.85887209],[31.63250036],[-181.40231358]
1133,[9.86127644],[12.58332352],[-166.49256382]
1133,[-8.20199882],[31.1989772],[-182.63442225]
1134,[10.21901671],[12.72786498],[-167.2848345]
1134,[-8.47780809],[30.44323985],[-182.30279781]
1135,[10.81711448],[13.45158207],[-173.69555831]
1135,[-8.35335722],[28.99615958],[-178.35797993]
1136,[11.01169418],[13.61444381],[-173.4325903]
1136,[-7.8845417],[28.24819455],[-176.74983305]
1137,[11.37200664],[13.96265287],[-174.49763463]
1137,[-7.85396096],[26.87679332],[-172.35215588]
1138,[11.70266418],[14.25512707],[-175.28495765]
1138,[-8.21241142],[26.50837008],[-173.74760685]
1139,[11.9478029],[14.58094886],[-176.26876127]
1139,[-8.14003763],[26.02498302],[-170.52691868]
1140,[12.18016035],[14.75900239],[-176.17427867]
1140,[-8.63780994],[26.25616494],[-173.29708841]
1141,[12.34950214],[14.72907947],[-175.96339372]
1141,[-9.44040123],[26.38293816],[-175.49130769]
1142,[12.49662787],[14.7635735],[-176.36735929]
1142,[-9.86556101],[25.4311658],[-170.81486649]
1143,[12.59995805],[14.73074962],[-176.04154664]
1143,[-10.63974858],[25.14186887],[-170.80484639]
1144,[12.63183243],[14.76981801],[-176.69000971]
1144,[-11.25238768],[25.10862548],[-170.7490601]
1145,[12.67480318],[14.82471454],[-177.49688357]
1145,[-11.69059692],[24.84414244],[-168.65113778]
1146,[12.91695727],[14.6937042],[-177.25898191]
1146,[-12.08578909],[24.68501669],[-164.20703781]
1147,[13.07108564],[14.54219782],[-176.33164467]
1147,[-12.27986194],[23.8498985],[-156.31393229]
1148,[13.44875412],[15.15861069],[-180.74928653]
1148,[-12.24898617],[22.64728008],[-148.82264472]
1149,[13.63196942],[15.23388122],[-179.62012155]
1149,[-12.20084495],[21.90772559],[-143.83706476]
1150,[14.01672155],[15.53387282],[-179.39621023]
1150,[-12.28899354],[21.9417501],[-143.81617091]
1151,[13.91714319],[15.38901441],[-178.2184931]
1151,[-12.08659784],[21.4528582],[-137.23415253]
1152,[13.86065706],[15.31255491],[-178.59337345]
1152,[-12.12164836],[22.20921807],[-135.99818026]
1153,[13.94163862],[15.29908716],[-180.25402293]
1153,[-11.99514606],[22.83117271],[-133.92766414]
1154,[14.16573748],[15.26222947],[-181.60612757]
1154,[-11.97263766],[24.26214758],[-135.08428498]
1155,[14.20404697],[14.96838563],[-180.11635508]
1155,[-11.445662],[24.80235601],[-130.93135263]
1156,[4.45812654],[11.02788669],[-65.55018457]
1156,[-11.03599534],[25.25033763],[-127.30377065]
1157,[13.63706325],[13.83565788],[-177.41702886]
1157,[-10.84461092],[26.07278681],[-125.62901407]
1158,[-0.37071472],[0.77035937],[-9.36695893]
1158,[-10.49385104],[27.39456299],[-126.74630815]
1159,[-0.85187166],[-1.57968945],[8.40400638]
1159,[-9.94502403],[27.64158467],[-123.9654141]
1160,[-1.59025158],[-0.79452131],[8.51617122]
1160,[-9.18093798],[28.15481139],[-124.40596061]
1161,[11.31885333],[8.69840101],[-177.64523684]
1161,[-8.83249605],[29.81331109],[-131.01690407]
1162,[5.54981797],[7.74200074],[1.08415623]
1162,[-8.48393032],[30.41348306],[-134.41070466]
1163,[-0.81715108],[1.29464355],[-1.09972473]
1163,[-1515.67072383],[8782.93931836],[-38054.07378358]
1164,[-0.5014543],[1.4582181],[-1.09761345]
1164,[-5.98257523],[27.09081343],[-118.64011557]
1165,[-23.972132],[-16.24991978],[445.58131331]
1165,[-5.25605467],[26.41678291],[-117.51123128]
1166,[-11.58175826],[-6.26483848],[209.92715338]
1166,[-9.04699075],[47.63748489],[-215.69428818]
1167,[-9.36953514],[-5.79641037],[175.82191327]
1167,[-4.57900361],[25.74618422],[-118.62762034]
1168,[-9.34269391],[-5.82274497],[174.55481622]
1168,[-4.52135486],[25.79396332],[-121.11974577]
1169,[-18.75508623],[-11.42754713],[325.05882418]
1169,[-4.43887273],[25.67883763],[-122.70179386]
1171,[-10.52089782],[-6.1768983],[180.96736925]
1171,[-4.47872312],[25.22430274],[-122.46279779]
1172,[-1.38039494],[-1.02993599],[8.49645745]
1172,[-4.73050388],[24.3666927],[-123.60043764]
1173,[-1.67412447],[-0.64371557],[8.46998786]
1173,[-4.78953724],[23.8485685],[-123.39431344]
1174,[-0.99650247],[-1.2430171],[8.43966004]
1174,[-4.71750108],[23.67786388],[-124.32244795]
1175,[-13.06179121],[-5.52665586],[141.07981139]
1175,[-4.60723018],[23.27835395],[-124.15504391]
1176,[-1.16180394],[-1.33325068],[8.43996414]
1176,[-4.38735477],[22.905595],[-123.13114043]
1177,[-13.77291319],[-5.08021992],[127.64737825]
1177,[-4.186676],[22.47365419],[-121.85479771]
1178,[-1.4997657],[-1.20002028],[8.38789813]
1178,[-3.89542013],[22.6263599],[-123.65730306]
1179,[-2.06217839],[-0.23091296],[8.4227978]
1179,[-3.6995984],[22.37634801],[-123.82044656]
1180,[-2.10832689],[-0.24702085],[8.4357028]
1180,[-3.57362364],[22.23733954],[-125.14786301]
1181,[-2.14230583],[-0.38376641],[8.32431935]
1181,[-3.40243195],[21.92012868],[-125.36356965]
1182,[18.81888782],[4.43566029],[-132.57477412]
1182,[-3.29236961],[21.63366241],[-125.42782149]
1183,[18.4011606],[4.69094098],[-124.15585343]
1183,[-3.20431226],[21.47280648],[-125.97983031]
1184,[14.88105166],[5.82391236],[-97.66290226]
1184,[-3.08810462],[21.50956454],[-128.0654915]
1185,[18.47057262],[5.2870601],[-117.24611446]
1185,[-3.02278857],[21.17619253],[-128.50365473]
1186,[18.39354192],[5.60198227],[-114.46977945]
1186,[-3.06581535],[21.36131239],[-132.40111695]
1187,[19.3292821],[6.21144383],[-119.39806472]
1187,[-2.9473689],[21.18133142],[-134.04531682]
1188,[-4.06551959],[-3.02499777],[7.016247]
1188,[-4.06551959],[-3.02499777],[7.016247]
1189,[-17.88142298],[-7.71753148],[115.16785084]
1189,[-2.91443231],[20.88465291],[-134.78124099]
1190,[-17.88876955],[-8.19899805],[118.68722232]
1190,[-2.93573988],[20.38687127],[-136.19487871]
1191,[-17.7838454],[-8.40659871],[120.12878196]
1191,[-3.12291701],[20.31015644],[-136.79489756]
1192,[-17.58677152],[-8.66006487],[121.65264946]
1192,[-3.25132357],[19.78624599],[-134.31288158]
1193,[-17.52529815],[-8.75823352],[123.21900013]
1193,[-3.30788159],[19.96070101],[-135.45511524]
1194,[-17.52446797],[-8.99148002],[125.05789908]
1194,[-3.45459449],[19.81358531],[-135.05440411]
1195,[-4.06551959],[-3.02499777],[7.016247]
1195,[-4.06551959],[-3.02499777],[7.016247]
1196,[-17.93169922],[-14.08417111],[145.48181287]
1196,[-3.66710943],[19.6373836],[-134.75049306]
1197,[-17.14215603],[-15.28981811],[147.1024509]
1197,[-4.15817088],[18.97906183],[-132.64000205]
1198,[-16.95669152],[-15.82941335],[147.87575539]
1198,[-4.50153997],[18.99814012],[-133.48305163]
1199,[-17.03103631],[-16.22820471],[150.24422444]
1199,[-4.88562371],[18.66501681],[-132.63948344]
1200,[-17.27646923],[-16.21619205],[152.33088836]
1200,[-5.3919978],[18.40836455],[-130.94500645]
1201,[-17.79170966],[-16.15977193],[155.9313665]
1201,[-5.71837755],[18.04103291],[-129.20869725]
1202,[-18.05323352],[-15.8929581],[158.09753682]
1202,[-6.00947901],[17.33373179],[-125.80991633]
1203,[-18.21582026],[-15.32387764],[157.62606953]
1203,[-6.31402781],[17.30973808],[-126.77155817]
1204,[-18.64283127],[-15.09527761],[159.5063332]
1204,[-6.5254833],[17.04106965],[-124.79819643]
1205,[220.23514564],[178.25545681],[-1936.78172864]
1205,[-6.72468444],[16.71548722],[-122.47083584]
1206,[19.17070758],[14.48439063],[-163.89429398]
1206,[-6.79138997],[16.59585026],[-121.35981025]
1207,[19.11431846],[14.12392014],[-164.65388903]
1207,[-6.89203873],[16.59332783],[-120.85100846]
1208,[0.20747986],[-0.43914241],[8.60537901]
1208,[-7.00050867],[16.51671677],[-120.30653001]
1209,[0.2117114],[-0.36602057],[8.59228825]
1209,[-7.11055141],[16.5208831],[-120.68574082]
1210,[0.26045445],[-0.52810858],[8.60937833]
1210,[-7.04510484],[16.15974519],[-120.37791097]
1211,[0.28925038],[-0.54207162],[8.56383018]
1211,[-6.84276591],[16.20414302],[-121.97428595]
1212,[0.31171572],[-0.57746322],[8.60743794]
1212,[-6.73065642],[16.10290354],[-123.0835241]
1213,[0.32598486],[-0.91958288],[8.54302708]
1213,[-6.6751869],[16.17824292],[-123.91916415]
1214,[16.17575468],[16.91225409],[-169.61225469]
1214,[-6.62255043],[16.2243131],[-124.72895223]
1215,[0.38633973],[-0.63269218],[8.5817733]
1215,[-6.69655579],[16.18510828],[-125.04399728]
1216,[0.40447771],[-0.91028574],[8.54207325]
1216,[-6.81713065],[15.81652502],[-123.50430905]
1217,[-14.35174901],[-17.64240854],[168.19461642]
1217,[-6.88938071],[15.77673026],[-123.21310138]
1218,[-13.95247481],[-17.66440499],[168.12539175]
1218,[-6.86684365],[15.60941617],[-122.04452445]
1219,[0.44888086],[-1.0286848],[8.52818768]
1219,[-7.01747369],[16.01577578],[-124.21243827]
1220,[-13.3647742],[-17.73117728],[170.13515331]
1220,[-6.99115671],[15.96341775],[-122.90854284]
1221,[0.46107126],[-1.06404283],[8.53038787]
1221,[-7.26157686],[16.17495953],[-123.05312952]
1222,[0.50127857],[-0.84033068],[8.55444744]
1222,[-7.44460678],[16.0965543],[-120.93337277]
1223,[0.50653221],[-0.84943836],[8.53941515]
1223,[-7.58542358],[16.20645867],[-119.80104935]
1224,[0.49722785],[-0.90415132],[8.53628031]
1224,[-7.85111628],[16.55626309],[-120.01342557]
1225,[0.48957841],[-0.87519118],[8.55006107]
1225,[-7.83153938],[16.56403068],[-118.04314572]
1226,[0.4835714],[-0.86712988],[8.53927004]
1226,[-7.93379714],[16.40335471],[-116.48396092]
1227,[0.48523865],[-0.81645032],[8.5455782]
1227,[-8.02336411],[16.53081071],[-115.92244232]
1228,[0.47311612],[-0.87646475],[8.53999051]
1228,[-8.02726317],[16.65571073],[-115.65225282]
1229,[0.48123094],[-0.8265624],[8.54512249]
1229,[-8.04246859],[16.92147298],[-116.08918197]
1230,[0.48721277],[-0.77479939],[8.55021702]
1230,[-7.92290675],[16.93830164],[-115.42809326]
1231,[0.48788265],[-0.77279398],[8.53918233]
1231,[-7.92065313],[16.92370264],[-115.39400322]
1232,[0.48484975],[-0.79783289],[8.55394464]
1232,[-8.05803782],[16.72507137],[-115.15902946]
1233,[0.48279628],[-0.82425134],[8.55040668]
1233,[-8.1184816],[16.84724168],[-116.00360198]
1234,[0.48707478],[-0.77924557],[8.5492516]
1234,[-8.26886741],[16.78804883],[-117.35369572]
1235,[0.49270122],[-0.74616291],[8.57036976]
1235,[-8.5451303],[16.45390176],[-120.36819129]
1236,[0.49412987],[-0.75466167],[8.56168235]
1236,[-8.53057681],[16.46851054],[-119.52397637]
1237,[0.49272531],[-0.80332124],[8.55777128]
1237,[-8.61411742],[16.60010221],[-117.61764331]
1238,[0.48731343],[-0.83024153],[8.55198099]
1238,[-8.90000529],[17.07548352],[-115.87787164]
1239,[0.48238529],[-0.83868313],[8.55509804]
1239,[-24.44667286],[55.62767797],[-376.314434]
1240,[0.49045042],[-0.69427095],[8.56941589]
1240,[-9.63763581],[18.18141638],[-114.1464273]
1241,[14.0543154],[15.98390926],[-176.219998]
1241,[-10.00516248],[18.68712583],[-112.74408705]
1242,[0.48737453],[-0.58833778],[8.60863932]
1242,[-10.29282508],[19.12961205],[-111.00202732]
1243,[0.50078811],[-0.64919863],[8.57089904]
1243,[-10.55397663],[19.41874298],[-108.58789997]
1244,[0.5030538],[-0.70863834],[8.55334361]
1244,[-11.05254875],[20.52473739],[-109.0306245]
1245,[0.51435221],[-0.64388364],[8.56758428]
1245,[0.33307215],[1.43460219],[-8.45242525]
1246,[0.50707145],[-0.84341425],[8.53786958]
1246,[-11.16116504],[21.2751984],[-106.38591725]
1247,[0.51334345],[-0.86788108],[8.54090382]
1247,[-11.05043054],[21.28356304],[-104.45451568]
1248,[0.52839686],[-0.81185243],[8.55176001]
1248,[0.234323],[0.98816781],[-8.47777436]
1249,[0.50757295],[-0.93373561],[8.53561682]
1249,[-10.21950781],[20.54861957],[-101.67387186]
1250,[0.49998294],[-0.97362011],[8.52916229]
1250,[-11.63880253],[21.91687629],[-112.89823676]
1251,[0.51232374],[-0.95349796],[8.53426483]
1251,[0.20818373],[0.85078678],[-8.56779147]
1252,[0.50878392],[-0.95690006],[8.52590777]
1252,[-10.25023658],[22.27628002],[-107.6460086]
1253,[0.51541023],[-0.93998523],[8.53968756]
1253,[0.30774628],[0.97929906],[-8.53166468]
1254,[0.5199759],[-0.95255615],[8.52955463]
1254,[-9.91402984],[22.54247966],[-111.64672768]
1255,[0.52880644],[-0.94660604],[8.53190786]
1255,[-9.75681964],[22.6699334],[-113.87056218]
1256,[0.51784107],[-1.04663816],[8.52360595]
1256,[0.39056374],[1.03129965],[-8.57107515]
1257,[0.55649999],[-0.92674451],[8.52207951]
1257,[0.44384786],[1.48314005],[-8.49374693]
1258,[0.54466285],[-0.97723101],[8.51739887]
1258,[0.43391507],[1.534257],[-8.49127352]
1259,[0.53902698],[-1.07331815],[8.50728377]
1259,[0.39404096],[1.02528423],[-8.59962352]
1260,[0.52992962],[-1.13185582],[8.50380534]
1260,[0.40804436],[1.47486036],[-8.52680216]
1261,[0.541338],[-1.07561151],[8.51226046]
1261,[0.41856423],[1.37935961],[-8.43298747]
1262,[0.52416368],[-1.12941962],[8.50227851]
1262,[0.41254915],[1.47652964],[-8.42976655]
1263,[0.5210166],[-1.12172301],[8.50403774]
1263,[0.41064464],[1.41237651],[-8.43927358]
1264,[0.50990227],[-1.13246607],[8.50497111]
1264,[0.3927447],[1.4020515],[-8.44126094]
1265,[0.49178555],[-1.20333898],[8.49759147]
1265,[0.37020856],[1.38144948],[-8.46567254]
1266,[0.46907383],[-1.25685329],[8.48429964]
1266,[-10.86820121],[19.73081795],[-108.9336033]
1267,[0.4798079],[-1.20351401],[8.4959881]
1267,[0.30000952],[0.98704503],[-8.56171164]
1268,[0.47499463],[-1.20985651],[8.49723621]
1268,[0.31384199],[1.22764813],[-8.51849583]
1269,[0.46875484],[-1.21452281],[8.49150062]
1269,[-10.64063954],[18.60184823],[-101.70777841]
1270,[0.45109583],[-1.24496388],[8.48904003]
1270,[-10.33541026],[17.83004454],[-99.83393608]
1271,[0.45064534],[-1.23209675],[8.50549528]
1271,[-10.24304753],[17.59055397],[-100.03999075]
1272,[0.3324113],[-1.48368544],[8.44801605]
1272,[0.3271422],[1.08191244],[-8.51359214]
1273,[0.39798957],[-1.36582938],[8.46740283]
1273,[0.14810272],[0.60793316],[-8.60023945]
1274,[0.31542194],[-1.50234914],[8.45290144]
1274,[-10.4115426],[17.77144771],[-104.33833263]
1275,[0.33789123],[-1.47312814],[8.49009907]
1275,[-10.4479607],[17.5753379],[-104.26980119]
1276,[0.31696092],[-1.51171371],[8.44436244]
1276,[-10.42170136],[17.06217717],[-102.92730566]
1277,[0.29843317],[-1.55068637],[8.48239507]
1277,[-10.33561955],[16.70927279],[-103.35368304]
1278,[0.40465907],[-1.38596006],[8.46768676]
1278,[-10.34331868],[16.48753371],[-103.73690132]
1279,[0.44859458],[-1.31368907],[8.47974405]
1279,[0.01111349],[0.332116],[-8.63655725]
1280,[0.47095683],[-1.28932188],[8.48234805]
1280,[-12.17013739],[16.28861459],[-114.4041876]
1281,[0.47787741],[-1.29637326],[8.48078319]
1281,[-10.34388497],[16.43290294],[-104.51937115]
1282,[0.50051433],[-1.28507744],[8.49260637]
1282,[-11.73256739],[15.82629869],[-111.61004811]
1283,[0.51303311],[-1.29952898],[8.47836092]
1283,[0.19702468],[0.5275449],[-8.56757134]
1284,[0.5750726],[-1.15918131],[8.49848076]
1284,[0.37956751],[1.09111926],[-8.54755812]
1285,[0.61143858],[-1.08936473],[8.50729304]
1285,[-10.18980548],[16.5143076],[-106.39428152]
1286,[0.63852624],[-1.06060248],[8.50991197]
1286,[0.35968497],[1.35656481],[-8.52649999]
1287,[0.65813899],[-1.0548204],[8.51020578]
1287,[0.35545433],[1.40540809],[-8.5138648]
1288,[0.6731142],[-1.02808863],[8.51191937]
1288,[0.35238899],[1.36958577],[-8.56208317]
1289,[0.68573413],[-1.01535589],[8.51239757]
1289,[0.36498289],[1.27339417],[-8.50913223]
1290,[0.68773983],[-0.98518787],[8.52371099]
1290,[0.36978605],[1.25236696],[-8.4903017]
1291,[0.68120203],[-1.00673547],[8.51465136]
1291,[0.37342881],[1.23834558],[-8.49474619]
1292,[0.68358982],[-0.98103842],[8.5191667]
1292,[0.36719985],[1.2451797],[-8.51004907]
1293,[0.68236801],[-0.98903627],[8.51925452]
1293,[0.36561062],[1.23863214],[-8.55857636]
1294,[0.6774017],[-0.98773324],[8.51879785]
1294,[0.37038693],[1.22087644],[-8.52907001]
1295,[0.6772666],[-0.98891008],[8.51753374]
1295,[0.3795144],[1.22942293],[-8.54870303]
1296,[0.65559336],[-1.09659442],[8.50299538]
1296,[0.39103769],[1.2447204],[-8.54444709]
1297,[0.64015597],[-1.14829802],[8.49694573]
1297,[0.41514958],[1.21551511],[-8.49587121]
1298,[-8.58533516],[-18.19369815],[167.37696914]
1298,[0.42813196],[1.22601979],[-8.50474867]
1299,[-8.55704455],[-18.01522132],[166.86285293]
1299,[0.44625284],[1.19104201],[-8.50745186]
1300,[-8.59533759],[-17.76452635],[167.84528693]
1300,[0.46591605],[1.20125534],[-8.54980872]
1301,[-8.48539667],[-17.36988621],[168.27166937]
1301,[0.49753237],[1.21167857],[-8.51805803]
1302,[-8.24775716],[-17.22662256],[170.73547263]
1302,[0.51541419],[1.21845152],[-8.51609192]
1303,[-7.96512347],[-16.86172946],[169.40061718]
1303,[0.54131063],[1.23088435],[-8.53808421]
1304,[-7.90368473],[-16.62197849],[171.5188305]
1304,[0.55135601],[1.20908063],[-8.40996879]
1305,[-7.64360943],[-16.260136],[171.91280994]
1305,[0.54908197],[1.21239147],[-8.40712989]
1306,[-7.46017847],[-16.08134504],[174.06509373]
1306,[0.536924],[1.16488805],[-8.50343095]
1307,[-7.03037906],[-15.72954724],[173.82022614]
1307,[0.54616121],[1.09479565],[-8.48918774]
1308,[-6.72741439],[-15.39029695],[174.20023812]
1308,[0.54525638],[1.09458628],[-8.4889023]
1309,[-6.60314278],[-15.21946635],[174.05077806]
1309,[0.54188383],[1.09211387],[-8.48855221]
1310,[-6.29237472],[-14.94724086],[173.02653418]
1310,[0.53700399],[1.06491268],[-8.49118779]
1311,[-5.9889263],[-14.86133039],[172.2126525]
1311,[0.53416212],[1.06497346],[-8.49173585]
1312,[-5.6381839],[-14.86168755],[170.89202223]
1312,[0.52535098],[1.11147869],[-8.49254384]
1313,[-5.46694547],[-14.52660122],[169.13246396]
1313,[0.51249019],[1.14710517],[-8.48956456]
1314,[-5.29135084],[-14.18792552],[167.76422079]
1314,[0.51746997],[1.0993853],[-8.42614342]
1315,[-5.09700251],[-13.94479102],[167.98849753]
1315,[0.50797811],[1.17019022],[-8.4878321]
1316,[-4.89528734],[-13.64199456],[167.35027982]
1316,[0.50894118],[1.25069261],[-8.40557094]
1317,[-4.89733703],[-13.66949627],[167.63847573]
1317,[0.50976276],[1.26538808],[-8.56987752]
1318,[-4.8961436],[-13.62469832],[166.97080682]
1318,[0.52023672],[1.31652177],[-8.56324975]
1319,[-4.961958],[-13.69500515],[167.80308511]
1319,[0.54418346],[1.31122619],[-8.56618695]
1320,[-4.96082906],[-13.69393592],[167.81890156]
1320,[0.5640511],[1.33837405],[-8.4700969]
1321,[-5.0171324],[-13.62052608],[166.8294718]
1321,[0.57769208],[1.33574791],[-8.53597868]
1322,[-5.16412361],[-13.73047053],[168.29331812]
1322,[0.60113727],[1.32817699],[-8.48129685]
1323,[-5.21053194],[-13.61888934],[167.76986249]
1323,[0.62614912],[1.32347262],[-8.46284766]
1324,[-5.249192],[-13.50319114],[167.21931607]
1324,[0.60106825],[1.46451603],[-8.47702382]
1325,[-5.2164808],[-13.30060698],[167.20230013]
1325,[0.6494173],[1.3767435],[-8.48197573]
1326,[-5.14627308],[-13.03387086],[166.01297035]
1326,[0.66206405],[1.41135026],[-8.39677369]
1327,[-5.13777338],[-12.95792327],[166.95238057]
1327,[0.67834021],[1.41507215],[-8.44354668]
1328,[-5.00589742],[-12.50903785],[166.03772365]
1328,[0.68667484],[1.44341802],[-8.46882631]
1329,[-4.89229788],[-12.44404392],[167.60361785]
1329,[0.71646343],[1.41432541],[-8.46890308]
1330,[-4.81784907],[-12.06803572],[165.57734696]
1330,[0.76617756],[1.27858262],[-0.76716551]
1331,[-4.75155048],[-11.94941572],[165.80522639]
1331,[1.54448812],[-0.29473631],[-1.11649756]
1332,[-4.69435093],[-11.83108043],[165.90873148]
1332,[1.4541455],[-0.62741506],[-1.15086085]
1333,[-4.69481436],[-11.71776812],[165.88514917]
1333,[1.34481235],[-0.80021627],[-1.14863377]
1334,[-4.65224584],[-11.7101133],[166.79505045]
1334,[0.47749223],[-0.14827521],[0.36109345]
1335,[-4.58208545],[-11.64564778],[166.78403109]
1335,[0.599684],[-0.17304246],[0.41110632]
1336,[-4.62188974],[-11.66583095],[167.93051762]
1336,[0.73901702],[-0.19161729],[0.4621276]
1337,[-4.54548766],[-11.43107473],[165.5861229]
1337,[-0.7825655],[0.17229665],[-0.47854952]
1338,[-4.51460316],[-11.49961678],[166.57593499]
1338,[-0.92104548],[1.23619522],[1.13956496]
1339,[-4.54357933],[-11.44279479],[165.81878657]
1339,[-1.52122949],[0.41656474],[1.11837482]
1340,[-4.52327456],[-11.35225661],[164.57033857]
1340,[-1.49235752],[0.49345935],[1.12422811]
1341,[-4.50502324],[-11.41328432],[165.08961054]
1341,[-1.57918549],[0.0897681],[1.1327709]
1342,[-4.35820764],[-11.39459439],[163.66694793]
1342,[-1.38177258],[0.73324825],[1.15106485]
1343,[-4.3879426],[-11.48316186],[163.87215382]
1343,[-2.61985348],[22.13131469],[-144.84037758]
1344,[-4.40229724],[-11.60272743],[164.58492263]
1344,[-1.2366842],[0.15799769],[-0.6245233]
1345,[-4.40043251],[-11.70491939],[164.61609274]
1345,[-1.56061605],[0.18745012],[1.11007048]
1346,[-4.41224248],[-11.76373983],[164.04209321]
1346,[-1.45733567],[0.58073364],[1.12583675]
1347,[-4.42386283],[-11.83822391],[164.65327988]
1347,[-1.45614187],[0.58143113],[1.12660232]
1348,[-4.22145186],[-11.95771644],[165.46507316]
1348,[-1.50337155],[0.38032923],[1.10365553]
1349,[-4.12608507],[-12.0922403],[165.40169471]
1349,[-1.51531038],[0.41091842],[1.13940172]
1350,[-4.07394099],[-12.18888026],[164.9711695]
1350,[-3.88047521],[28.8818441],[-194.36893635]
1351,[-3.88322679],[-12.33866994],[164.88561136]
1351,[-2.1817109],[22.81710494],[-144.69281474]
1352,[-3.50907674],[-12.3413673],[163.22800903]
1352,[-3.8097666],[28.9769875],[-191.57907844]
